system:index,Aridity_Index,Bacterivores,CliMond_Annual_Mean_Radiation,CliMond_Highest_Weekly_Radiation,CliMond_Lowest_Weekly_Radiation,CliMond_Radiation_Seasonality,CliMond_Radiation_of_Coldest_Quarter,CliMond_Radiation_of_Driest_Quarter,CliMond_Radiation_of_Warmest_Quarter,CliMond_Radiation_of_Wettest_Quarter,EVI,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Hillshade,EarthEnvTopoMed_Northness,EarthEnvTopoMed_Slope,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Human_Development_Percentage,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,PET,Pixel_Lat,Pixel_Long,Population_Density,Predators,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_Probability_of_occurrence_of_R_horizon,SG_SOC_Content_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Sand_Content_015cm,SG_Silt_Content_015cm,SG_Soil_pH_H2O_015cm,Total_Number,Unidentified,WWF_Biome,WorldClim2_Annual_Mean_Temperature,WorldClim2_Annual_Precipitation,WorldClim2_Isothermality,WorldClim2_Max_Temperature_of_Warmest_Month,WorldClim2_Mean_Diurnal_Range,WorldClim2_Mean_Temperature_of_Coldest_Quarter,WorldClim2_Mean_Temperature_of_Driest_Quarter,WorldClim2_Mean_Temperature_of_Warmest_Quarter,WorldClim2_Mean_Temperature_of_Wettest_Quarter,WorldClim2_Min_Temperature_of_Coldest_Month,WorldClim2_Precipitation_Seasonality,WorldClim2_Precipitation_of_Coldest_Quarter,WorldClim2_Precipitation_of_Driest_Month,WorldClim2_Precipitation_of_Driest_Quarter,WorldClim2_Precipitation_of_Warmest_Quarter,WorldClim2_Precipitation_of_Wettest_Month,WorldClim2_Precipitation_of_Wettest_Quarter,WorldClim2_Temperature_Annual_Range,WorldClim2_Temperature_Seasonality,.geo
000000000000000003dd,11766.0,1014,96.30122375488281,185.7449951171875,16.637399673461914,0.631140410900116,32.92521667480469,92.41191864013672,159.769775390625,59.04448318481445,3949.825927734375,538.0,213117.0,1591.0,37172.0,28375.0,9532.0,2382.0,972.0,1363.0,21656.0,8730.0,362.0,623.0,129360.0,0.0,0.0,0.0,0.0,0.0,101,599.9945068359375,11864.06640625,2181,78.0,5723.74169921875,705.18310546875,3118.36328125,453.4721374511719,819.2797241210938,2939.563232421875,1968.276611328125,1068.1739501953125,7395.1640625,76,693.0,53.37083435058594,6.004166603088379,139.27932739257812,0,748.72998046875,15.299760818481445,18.840255737304688,4.764535427093506,200.0,1.6795103549957275,29.663772583007812,34.86869812011719,41.2566032409668,39.95219802856445,68.4542236328125,3804.0,431,4.0,9.291666984558105,816.0,29.266347885131836,19.399999618530273,6.116666316986084,2.6666667461395264,5.0333333015441895,16.183332443237305,10.083333015441895,-1.5,23.031417846679688,198.0,41.0,150.0,205.0,94.0,260.0,20.899999618530273,556.0200805664062,"{""type"":""Point"",""coordinates"":[6.004166191161715,53.37083335835895]}"
000000000000000003de,7295.0,1813.626506,106.26947784423828,208.08999633789062,17.639299392700195,0.6457783579826355,34.93744659423828,68.99890899658203,185.9938507080078,190.64646911621094,3573.385986328125,771.0,333067.0,347.0,43423.0,28703.0,9432.0,2011.0,796.0,1397.0,21204.0,8566.0,401.0,590.0,169773.0,-0.6499862670898438,80.0,80.0,-0.27075186371803284,1.3311213254928589,1764.686747,7178.43798828125,11204.7822265625,1762.445783,0.0,6736.75732421875,326.9737243652344,2215.62353515625,230.88099670410156,411.0735778808594,2050.482177734375,1128.3675537109375,439.95367431640625,5805.80126953125,1315.26506,782.0,53.37083435058594,12.987500190734863,147.0683135986328,0,1010.7340087890625,12.995816230773926,7.5385942459106445,7.239842414855957,200.0,14.920024871826172,59.69065475463867,53.88987731933594,76.2323989868164,16.35308265686035,48.21867752075195,6657.5,1.55,4.0,8.095833778381348,571.0,27.583024978637695,21.0,7.474999904632568,-0.11666667461395264,0.5333333015441895,16.483333587646484,16.483333587646484,-6.099999904632568,22.12457275390625,118.0,30.0,105.0,181.0,65.0,181.0,27.100000381469727,677.9999389648438,"{""type"":""Point"",""coordinates"":[12.987501923548557,53.37083335835895]}"
0000000000000000041c,11661.0,1100.668455,101.99249267578125,200.58099365234375,16.48390007019043,0.6513503193855286,37.785369873046875,96.4198226928711,172.18215942382812,53.33946228027344,3808.6611328125,522.0,180033.0,712.0,35611.0,28614.0,9287.0,1990.0,1061.0,1243.0,21384.0,8595.0,311.0,624.0,99078.0,-0.015052520669996738,72.0,72.0,0.712445855140686,0.9265979528427124,0,500.0,10535.4697265625,81.53099667,97.0,5902.47509765625,719.3110961914062,2888.515869140625,479.1746826171875,780.947021484375,2781.546142578125,1961.234375,1024.2574462890625,6667.8916015625,224.2102408,723.0,55.787498474121094,9.1875,15.56004524230957,0,963.1444702148438,8.502724647521973,6.616948127746582,7.073822975158691,200.0,16.423620223999023,32.541194915771484,39.500633239746094,77.54146575927734,15.593404769897461,53.54343795776367,1528.706187,122.296495,4.0,7.704166412353516,844.0,32.23870086669922,18.899999618530273,7.608333110809326,0.6666666269302368,2.950000047683716,15.266666412353516,8.366666793823242,-4.699999809265137,23.979997634887695,200.0,47.0,152.0,210.0,97.0,277.0,23.599998474121094,601.2957763671875,"{""type"":""Point"",""coordinates"":[9.187500596812514,55.78749668348658]}"
0000000000000000042c,10837.0,1495.68185315,102.24771881103516,202.5,15.581000328063965,0.6555004119873047,37.72263717651367,96.95344543457031,173.56761169433594,60.70326232910156,3047.755859375,594.0,119953.0,1538.0,26351.0,27956.0,9117.0,3177.0,972.0,905.0,20031.0,8344.0,256.0,657.0,65722.0,0.04307138919830322,53.5,53.5,0.3175625205039978,0.5194287300109863,401.48195602875,6885.61083984375,13114.3359375,333.444252214375,22.0,6594.7060546875,381.8443603515625,1928.9544677734375,220.5784454345703,419.2952575683594,1903.0263671875,1243.9683837890625,537.069091796875,8404.0830078125,159.31057223625,743.0,56.287498474121094,9.079166412353516,10.967378616333008,0,913.5640869140625,11.566938400268555,4.959827423095703,7.94223690032959,198.81820678710938,29.777587890625,72.67906951904297,57.96612548828125,81.58404541015625,13.631937026977539,45.81418991088867,2534.956134875,145.0375011425,4.0,7.920833110809326,806.0,33.01005935668945,18.899999618530273,7.6583333015441895,0.9833333492279053,3.2166666984558105,15.366666793823242,8.616666793823242,-4.300000190734863,23.562007904052734,197.0,43.0,144.0,203.0,88.0,261.0,23.200000762939453,593.711181640625,"{""type"":""Point"",""coordinates"":[9.079166736719046,56.28750014371053]}"
0000000000000000045e,4131.0,1995.13688698,88.38578033447266,177.65699768066406,9.600000381469727,0.6755209565162659,20.437341690063477,108.28019714355469,155.05276489257812,135.49172973632812,358.8693542480469,1276.000000052488,243958.0000100326,3682.000000151373,38125.0000015679,23380.000000961503,9740.000000400594,2134.0000000877394,979.0000000403057,1186.0000000487298,20253.00000083294,8600.000000353679,431.0000000177552,979.0000000403057,190576.00000783746,-0.2977532148361206,664.5,664.5,-0.7486663460731506,1.7952115535736084,840.98244664,0.0,2282.800048828125,306.91082296,0.0,1149.7620849609375,1813.2852783203125,1974.5924072265625,1816.8616943359375,1969.5545654296875,1094.8062744140625,413.1816101074219,211.09210205078125,1534.800048828125,5.567942428,685.0,60.27916717529297,-133.97084045410156,0.09975539892911911,0,1145.9163818359375,30.081836700439453,15.475712776184082,18.174489974975586,200.0,10.039663314819336,43.037567138671875,61.734317779541016,52.91390609741211,31.610074996948242,60.65365982055664,3428.0787918,279.48069296,6.0,-0.9666666984558105,283.0,23.980815887451172,17.399999618530273,10.0,-15.766666412353516,-7.400000095367432,12.266666412353516,10.966666221618652,-24.299999237060547,40.69491195678711,61.0,6.0,34.0,103.0,38.0,109.0,41.69999694824219,1137.2081298828125,"{""type"":""Point"",""coordinates"":[-133.97084178520825,60.279167011026836]}"
0000000000000000047b,5528.0,3002.2636668,88.19310760498047,175.52099609375,8.920000076293945,0.6722165942192078,19.811784744262695,80.91194915771484,152.36038208007812,147.0030059814453,1860.81787109375,653.0,60024.0,-797.0,20025.0,25813.0,9526.0,3439.0,1152.0,738.0,17422.0,8136.0,186.0,818.0,30295.0,6.692511960864067E-4,850.5,850.5,0.1546071171760559,2.4619855880737305,4584.585048,900.0,2973.87158203125,394.85444021,0.0,4476.5771484375,590.1758422851562,1542.5654296875,645.9408569335938,651.1757202148438,1331.3359375,844.8936157226562,437.91131591796875,2142.75439453125,145.301945664,638.0,61.15416717529297,-138.3958282470703,9.909796062856913E-4,0,1052.9405517578125,32.800445556640625,16.73727798461914,19.08894157409668,200.0,22.295949935913086,54.6763916015625,54.859012603759766,49.202518463134766,33.94811248779297,63.686622619628906,8563.231601,436.22649952,11.0,-2.0791666507720947,353.0,24.980064392089844,16.5,10.441666603088379,-16.46666717529297,-8.466666221618652,10.833333015441895,10.833333015441895,-25.299999237060547,48.36866760253906,61.0,13.0,43.0,153.0,59.0,153.0,41.79999923706055,1110.166748046875,"{""type"":""Point"",""coordinates"":[-138.39582625649422,61.154167492542406]}"
000000000000000004f5,6457.0,28909.6314724,83.43018341064453,181.51600646972656,2.533329963684082,0.7638527154922485,11.940323829650879,105.61698150634766,158.56976318359375,153.22731018066406,1154.30908203125,566.0,72058.0,1870.0,20185.0,27219.0,9368.0,3914.0,1355.0,809.0,18407.0,8234.0,217.0,761.0,42815.0,0.04962317273020744,1004.0,1004.0,0.2812287211418152,3.4400973320007324,3834.270748,204.59347534179688,3763.38427734375,18891.4619838,0.0,2342.515869140625,2916.079833984375,3676.007080078125,3018.158203125,2965.811279296875,2770.253173828125,1516.18212890625,676.257568359375,2459.24951171875,888.32206626,602.0,64.82917022705078,-138.32083129882812,5.429731099866331E-4,0,880.19580078125,26.218402862548828,19.46343231201172,16.26393699645996,156.10841369628906,43.549869537353516,126.82545471191406,88.06795501708984,40.60935974121094,39.95209884643555,54.42454147338867,53390.573686,866.88741296,11.0,-7.695833206176758,389.0,23.812057495117188,16.600000381469727,11.191666603088379,-23.116666793823242,-9.433333396911621,9.716667175292969,9.716667175292969,-30.399999618530273,52.339271545410156,74.0,11.0,49.0,176.0,65.0,176.0,47.0,1378.006591796875,"{""type"":""Point"",""coordinates"":[-138.32083309497736,64.82917129854826]}"
00000000000000000523,5212.0,11445.748799,82.24485778808594,188.74200439453125,0.46799999475479126,0.8106232285499573,12.084291458129883,92.4761962890625,156.2956085205078,149.09332275390625,1808.12109375,493.0,47277.0,1298.0,17388.0,25413.0,9100.0,3947.0,1785.0,700.0,17813.0,8060.0,192.0,924.0,26684.0,0.0038283781614154577,630.0,630.0,0.2473992109298706,3.392223358154297,6406.8266206,450.0,4208.68994140625,9562.8864562,0.0,3177.690673828125,2881.48388671875,3960.76611328125,2818.8583984375,2948.318359375,2846.20751953125,1338.7333984375,608.5928344726562,2649.09619140625,567.93943204,629.0,66.50416564941406,-136.5208282470703,5.429731099866331E-4,0,938.4677124023438,25.258819580078125,26.235254287719727,8.325658798217773,144.0663604736328,40.0612907409668,108.99514770507812,89.66698455810547,27.314085006713867,46.200870513916016,48.375709533691406,29837.432338,1854.03103096,6.0,-7.120833396911621,328.0,19.85492515563965,18.100000381469727,9.808333396911621,-23.600000381469727,-17.58333396911621,12.333333015441895,12.333333015441895,-31.299999237060547,46.026100158691406,56.0,12.0,45.0,138.0,50.0,138.0,49.400001525878906,1509.5400390625,"{""type"":""Point"",""coordinates"":[-136.52082777273284,66.5041657227594]}"
00000000000000000547,11150.0,57.01179554,152.1064453125,262.3699951171875,55.01129913330078,0.4672386050224304,70.84069061279297,235.71023559570312,240.5934600830078,72.03670501708984,1913.2991943359375,1326.0,264031.0,5012.0,42827.0,29475.0,9788.0,1553.0,817.0,1874.0,24788.0,9110.0,541.0,549.0,259254.0,-0.05132179707288742,2329.5,2329.5,0.012142162770032883,11.730894088745117,0.655307995,500.0,6477.17822265625,38.0078637,64.0,2878.1572265625,1906.2974853515625,3558.456787109375,1385.23779296875,1825.383056640625,3316.497802734375,2386.078125,1346.25048828125,4027.638427734375,17.69331586,899.0000610351562,40.962501525878906,21.195833206176758,33.61897277832031,0,1106.08837890625,22.60887908935547,15.761066436767578,24.401275634765625,168.01014709472656,44.9290771484375,84.6840591430664,68.02118682861328,47.72063064575195,36.30854034423828,56.21570587158203,114.6788991,1.31061599,12.0,2.2708332538604736,1003.0,33.837364196777344,14.300000190734863,8.391666412353516,-5.050000190734863,9.716666221618652,9.816666603088379,-3.299999952316284,-10.5,20.48029136657715,277.0,59.0,181.0,184.0,107.0,299.0,24.799999237060547,616.203369140625,"{""type"":""Point"",""coordinates"":[21.195832979135947,40.962501775137206]}"
00000000000000000548,5056.0,2061.66292165,150.82269287109375,261.73199462890625,52.34389877319336,0.47663265466690063,65.07955932617188,235.16139221191406,240.01499938964844,74.81021118164062,3251.57958984375,1125.0,233511.0,2980.0,38121.0,28727.0,9736.0,2402.0,853.0,1743.0,22503.0,8883.0,484.0,598.0,200860.0,-0.09159494191408157,660.5,660.5,-0.03193998336791992,5.978994369506836,47.6703821125,500.0,10585.599609375,218.535473695,94.0,5854.1572265625,736.36767578125,2583.09912109375,428.0255432128906,731.819580078125,2815.22021484375,2231.654541015625,1311.0706787109375,6487.2001953125,26.179464329,1265.0,41.01250076293945,21.337499618530273,124.26991271972656,0,1435.244140625,20.88413429260254,22.946762084960938,8.956862449645996,200.0,13.555620193481445,18.027856826782227,26.442129135131836,42.20532989501953,34.9973030090332,68.5896987915039,2356.05761845,2.009377093,4.0,11.137499809265137,640.0,33.560604095458984,26.0,11.074999809265137,1.2999999523162842,20.149999618530273,20.633333206176758,6.683333396911621,-7.0,24.256591796875,174.0,35.0,115.0,118.0,79.0,213.0,33.0,787.3318481445312,"{""type"":""Point"",""coordinates"":[21.33749861960392,41.0125016752495]}"
00000000000000000557,12928.0,169,131.66018676757812,231.63999938964844,49.59870147705078,0.4777984023094177,59.409629821777344,211.08123779296875,206.8031463623047,55.1992073059082,4357.0556640625,1114.0,357212.0,4229.0,49369.0,28586.0,9670.0,1677.0,932.0,1835.0,24028.0,9007.0,596.0,610.0,325898.0,-0.3482462763786316,74.5,74.5,0.09953027963638306,2.1413378715515137,111,7300.0,19809.9921875,91,30.0,6367.10693359375,694.1790771484375,3068.888671875,393.41741943359375,724.3745727539062,2899.688232421875,2110.9560546875,1225.1162109375,13422.9873046875,25,1159.0,41.47916793823242,-8.662500381469727,116.46553802490234,0,1072.86279296875,11.872797012329102,17.015918731689453,13.730372428894043,199.9996795654297,3.6419625282287598,32.07148361206055,36.642677307128906,52.48988723754883,30.49419593811035,55.88728713989258,396.0,17,4.0,14.266666412353516,1499.0,47.06390380859375,23.600000381469727,9.083333015441895,9.699999809265137,18.883333206176758,18.933334350585938,10.333333969116211,4.300000190734863,54.482242584228516,618.0,23.0,110.0,133.0,226.0,618.0,19.299999237060547,379.5351867675781,"{""type"":""Point"",""coordinates"":[-8.662499416082959,41.47916889599789]}"
000000000000000005b4,4585.0,528.450006,158.16831970214844,278.5589904785156,55.09469985961914,0.4844687283039093,69.05293273925781,259.4261474609375,249.9973907470703,114.83186340332031,2785.5849609375,2151.0,902315.0,5551.0,73344.0,29567.0,9894.0,1468.0,766.0,3309.0,26556.0,9270.0,1098.0,540.0,1116298.0,-0.07707186043262482,43.0,43.0,-0.0922502726316452,0.1312553882598877,0,500.0,12815.2412109375,101.6250012,100.0,4310.2216796875,1105.9344482421875,3009.3017578125,516.8485717773438,950.4835205078125,3345.562744140625,2993.2451171875,1862.7769775390625,8644.2763671875,60.97500069,1511.0,43.64583206176758,4.9041666984558105,50.2502555847168,0,1426.5760498046875,14.695114135742188,21.011680603027344,9.381354331970215,200.0,1.705019235610962,13.061816215515137,19.719390869140625,42.42582321166992,36.524253845214844,75.94865417480469,711.3750081,20.32500023,12.0,14.637499809265137,693.0,36.272727966308594,28.399999618530273,9.97499942779541,7.150000095367432,22.766666412353516,22.766666412353516,15.266666412353516,0.8999999761581421,35.77138137817383,172.0,23.0,106.0,106.0,110.0,242.0,27.5,638.6602783203125,"{""type"":""Point"",""coordinates"":[4.904168388691365,43.64583272056407]}"
000000000000000005c5,5841.0,326.3244913,144.1216278076172,247.01100158691406,55.910701751708984,0.4453611969947815,72.21686553955078,221.18130493164062,221.18130493164062,99.9771728515625,3633.24853515625,889.0,301906.0,2492.0,38836.0,27915.0,9633.0,2734.0,1171.0,1708.0,21894.0,8760.0,484.0,666.0,247565.0,0.25341010093688965,447.0,447.0,0.345739483833313,0.48324376344680786,101.9764035,500.0,10997.9619140625,122.3716842,85.0,5332.24853515625,923.7357177734375,3101.272216796875,536.7667846679688,891.228515625,3020.095458984375,2288.7421875,1346.6781005859375,7387.59423828125,163.1622457,1215.0,44.4375,7.645833492279053,83.39549255371094,0,1349.4034423828125,13.110115051269531,20.240276336669922,13.613661766052246,200.0,17.94883918762207,16.742752075195312,26.585750579833984,35.968868255615234,43.62850570678711,65.51380920410156,775.0206669,61.18584212,4.0,12.466667175292969,710.0,35.43046569824219,27.399999618530273,10.699999809265137,3.8333332538604736,21.5,21.5,12.699999809265137,-2.799999952316284,29.40751075744629,144.0,28.0,131.0,131.0,95.0,230.0,30.19999885559082,713.9019775390625,"{""type"":""Point"",""coordinates"":[7.645833294099401,44.43750152159285]}"
000000000000000005e5,9750.0,285.9201857,135.7613067626953,231.8560028076172,46.05070114135742,0.4695740044116974,59.77577590942383,81.06341552734375,209.97669982910156,110.77899169921875,3836.531005859375,1276.0,359542.0,4443.0,48777.0,29671.0,9606.0,1639.0,713.0,2129.0,23896.0,8956.0,615.0,528.0,326082.0,0.045128464698791504,191.0,191.0,-0.37657439708709717,0.38960960507392883,0,500.0,8450.7998046875,81.69148164,100.0,5516.57177734375,917.2831420898438,3008.4521484375,540.3338623046875,899.9820556640625,2855.71484375,2234.998291015625,1386.995361328125,5798.0,40.84574082,1035.0,45.62916564941406,9.795833587646484,402.303466796875,0,1357.99951171875,14.923138618469238,24.051782608032227,18.17522430419922,200.0,7.70140266418457,18.04339599609375,24.504880905151367,34.333106994628906,41.40372085571289,70.4130630493164,428.8802786,20.42287041,5.0,12.254166603088379,1010.0,31.148866653442383,27.100000381469727,9.625,2.6000001430511475,2.6000001430511475,21.883333206176758,17.933332443237305,-3.799999952316284,24.88689613342285,175.0,45.0,175.0,281.0,113.0,312.0,30.899999618530273,780.8458251953125,"{""type"":""Point"",""coordinates"":[9.795833458028868,45.62916506441889]}"
000000000000000005e8,6801.0,367.3652474,127.8802261352539,232.0449981689453,37.711299896240234,0.5176867842674255,49.621578216552734,69.2269287109375,207.37615966796875,211.924072265625,4680.2041015625,340.0,52184.0,3630.0,18114.0,26241.0,9273.0,3962.0,1376.0,717.0,19053.0,8253.0,206.0,864.0,43999.0,-0.0318172387778759,596.0,596.0,-0.521342933177948,3.8526053428649902,0,503.5784912109375,14256.083984375,163.2734433,69.0,7103.357421875,577.85107421875,3261.28564453125,366.929443359375,678.1394653320312,3117.17724609375,1945.7254638671875,890.1764526367188,8647.8017578125,20.40918041,1018.0,45.67916488647461,3.554166555404663,28.187538146972656,0,1087.6610107421875,13.624468803405762,18.326812744140625,14.427075386047363,200.0,17.947654724121094,26.300615310668945,38.2828254699707,50.44821548461914,31.37565040588379,56.74983215332031,571.4570515,20.40918041,4.0,9.754166603088379,693.0,36.221778869628906,21.799999237060547,9.091666221618652,2.799999952316284,3.7333333492279053,17.200000762939453,15.333333015441895,-3.299999952316284,27.866212844848633,121.0,36.0,116.0,213.0,83.0,218.0,25.099998474121094,589.1343994140625,"{""type"":""Point"",""coordinates"":[3.554166626558518,45.67916496453119]}"
00000000000000000603,7682.0,1081.356484,126.95751953125,223.42599487304688,39.37519836425781,0.4989895820617676,51.37853240966797,207.51345825195312,201.0918426513672,50.10188293457031,4318.30419921875,715.0,202367.0,3125.0,35623.0,28734.0,9560.0,2310.0,1041.0,1824.0,22473.0,8829.0,438.0,626.0,139131.0,-0.10700779408216476,152.0,152.0,-1.1624314311120543E-7,0.16637808084487915,0,500.0,11301.06640625,367.2531456,100.0,6184.14501953125,781.4197998046875,3384.69140625,357.99871826171875,784.3059692382812,3359.61572265625,2411.647705078125,1287.2431640625,7177.77392578125,204.0295253,1069.0,46.412498474121094,0.12083332985639572,66.18800354003906,0,1118.7926025390625,13.640890121459961,22.529422760009766,13.862166404724121,200.0,19.916318893432617,17.5263671875,29.920597076416016,24.328689575195312,53.32973098754883,65.84214782714844,1673.042108,20.40295253,4.0,11.804166793823242,822.0,37.780113220214844,23.399999618530273,8.991666793823242,5.333333492279053,18.78333282470703,18.78333282470703,6.016666889190674,-0.4000000059604645,21.69580078125,248.0,45.0,148.0,148.0,91.0,264.0,23.799999237060547,552.977294921875,"{""type"":""Point"",""coordinates"":[0.1208327203462764,46.412499805578776]}"
00000000000000000607,21748.0,490.629771,129.08204650878906,217.11199951171875,44.119300842285156,0.4695199131965637,60.63577651977539,76.7009048461914,198.26206970214844,204.57522583007812,2171.039306640625,1090.0,401479.0,2622.0,49176.0,29148.0,9512.0,1573.0,836.0,2231.0,22997.0,8859.0,567.0,566.0,264500.0,-0.010832831263542175,1298.5,1298.5,-0.029474027454853058,24.165273666381836,73.07251908,2500.29345703125,10549.2490234375,417.5572519,26.0,5006.115234375,384.73712158203125,1522.81201171875,362.43975830078125,435.27044677734375,1590.4072265625,915.9849243164062,432.66461181640625,6451.97802734375,52.19465649,773.9998779296875,46.454166412353516,14.4375,7.961511611938477,0,856.5234375,32.26279830932617,19.10431671142578,24.083538055419922,147.90928649902344,34.96674346923828,113.60286712646484,81.37696075439453,39.97822570800781,40.866546630859375,54.90971755981445,1043.89313,10.4389313,5.0,4.512499809265137,1684.0,30.985450744628906,16.799999237060547,7.808333396911621,-3.366666555404663,-2.4666666984558105,12.683333396911621,12.683333396911621,-8.399999618530273,22.092809677124023,298.0,84.0,287.0,496.0,185.0,496.0,25.19999885559082,655.9972534179688,"{""type"":""Point"",""coordinates"":[14.437499026804927,46.45416564582218]}"
0000000000000000060e,10597.0,102.5030536,123.39298248291016,229.76100158691406,30.872600555419922,0.5585586428642273,42.355552673339844,96.12141418457031,204.7528533935547,106.61154174804688,3945.39453125,626.0,302694.0,-1461.0,44533.0,29087.0,9580.0,1768.0,991.0,1385.0,21893.0,8752.0,375.0,597.0,134576.0,-0.15374980866909027,203.5,203.5,-0.03086826018989086,0.3356247842311859,0,600.0,18401.4375,225.5067179,72.0,5969.96923828125,745.0584106445312,3047.063720703125,392.0242614746094,760.8948364257812,3097.432373046875,2235.53369140625,1187.580810546875,11976.9833984375,61.50183215,1038.0,46.64583206176758,5.462500095367432,57.43065643310547,0,1006.8860473632812,18.546401977539062,25.785255432128906,8.465415954589844,200.0,6.8535590171813965,24.230161666870117,36.831504821777344,29.654356002807617,44.4088020324707,62.20038604736328,410.0122143,20.50061072,4.0,11.25,1100.0,34.67643356323242,24.100000381469727,9.466667175292969,3.233333110809326,4.7833333015441895,19.383333206176758,11.40000057220459,-3.200000047683716,13.402270317077637,261.0,71.0,241.0,256.0,107.0,315.0,27.30000114440918,656.1873168945312,"{""type"":""Point"",""coordinates"":[5.4625013497954304,46.645831186402454]}"
0000000000000000060f,8973.0,876.1872893,132.66407775878906,224.3509979248047,42.02799987792969,0.48768338561058044,55.021331787109375,69.29479217529297,209.2220001220703,212.05177307128906,2946.058837890625,1325.0,548395.0,1612.0,61379.0,29984.0,9772.0,1214.0,684.0,2182.0,23504.0,8994.0,602.0,513.0,319139.0,-0.030809083953499794,208.0,208.0,-0.12299998104572296,0.42297863960266113,163.0115887,500.0,10045.5996097708,407.5289718,91.0,5111.56884765625,801.2777099609375,2458.836669921875,516.2733154296875,810.4489135742188,2412.9912109375,1762.450927734375,1014.8508911132812,5491.000000216334,652.0463548,920.0,46.67916488647461,15.995833396911621,765.271240234375,0,1300.1416015625,17.17276382446289,22.32178497314453,6.44180965423584,200.0,3.062664747238159,14.364522933959961,26.930843353271484,40.128482818603516,37.546714782714844,62.55964279174805,2139.527102,40.75289718,4.0,9.616666793823242,826.0,31.372549057006836,23.700000762939453,9.600000381469727,-0.1833333969116211,-0.1833333969116211,18.883333206176758,18.883333206176758,-6.900000095367432,34.94755554199219,117.0,31.0,117.0,301.0,107.0,301.0,30.600000381469727,773.5994262695312,"{""type"":""Point"",""coordinates"":[15.99583444925582,46.67916296677694]}"
0000000000000000061c,22319.0,1576.235388,116.30245971679688,194.00399780273438,39.70840072631836,0.460329532623291,58.73975372314453,75.82089233398438,173.17214965820312,182.1255340576172,1451.075927734375,1589.0,871595.0,4284.0,71065.0,29194.0,9733.0,1371.0,833.0,3551.0,24841.0,9089.0,978.0,562.0,802199.0,0.15034830570220947,1925.0,1925.0,-0.3062576949596405,29.064754486083984,145.1795752,289.29754638671875,5771.75146484375,601.4582403,0.0,2576.601806640625,2405.140869140625,3439.15673828125,2413.045654296875,2452.897216796875,2202.4716796875,1551.01708984375,689.497314453125,3575.748779296875,601.4582403,843.9998779296875,46.837501525878906,8.9375,23.80135154724121,0,913.765869140625,25.539077758789062,12.974815368652344,22.825178146362305,73.15531158447266,65.65043640136719,112.99498748779297,82.93746185302734,51.91360855102539,35.04907989501953,55.11069869995117,3069.511019,145.1795752,5.0,2.195833444595337,1884.0,31.478309631347656,16.700000762939453,9.191666603088379,-7.150000095367432,-5.866666793823242,11.066666603088379,11.066666603088379,-12.5,18.869985580444336,360.0,107.0,357.0,579.0,199.0,579.0,29.200000762939453,748.62744140625,"{""type"":""Point"",""coordinates"":[8.93750109625107,46.837501186083756]}"
00000000000000000621,9847.0,163.350169,121.53849029541016,225.21400451660156,30.17289924621582,0.560139536857605,41.43889236450195,103.92463684082031,201.1929168701172,127.16023254394531,3015.843994140625,2021.0,539272.0,5788.0,58195.0,29800.0,9700.0,1538.0,695.0,2428.0,24881.0,9082.0,843.0,524.0,647882.0,-0.16906580328941345,197.0,197.0,-0.030637983232736588,2.3522634506225586,0,321.4022521972656,10787.46777371987,245.0252535,100.0,5195.92822265625,718.126220703125,2419.954345703125,366.8331298828125,706.3856201171875,2474.447509765625,1918.6959228515625,1147.540283203125,7089.372070498105,20.41877112,992.0,47.079166412353516,5.479166507720947,632.6060180664062,0,1200.981689453125,16.169118881225586,21.970956802368164,10.071855545043945,200.0,10.005764961242676,20.582862854003906,29.663835525512695,36.11821365356445,41.924530029296875,65.16865539550781,469.6317359,40.83754225,4.0,10.941666603088379,977.0,33.010337829589844,23.0,8.516666412353516,3.0333333015441895,4.449999809265137,19.016666412353516,11.016666412353516,-2.799999952316284,13.316279411315918,231.0,64.0,212.0,230.0,101.0,273.0,25.799999237060547,651.0894165039062,"{""type"":""Point"",""coordinates"":[5.4791650104321565,47.079166626776306]}"
